merchant,category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,is_fraud,transaction_year,transaction_month,transaction_day,transaction_hour,age
Gislason Group,misc_pos,7.21,Lamy,NM,35.4311,-105.9409,923,Public relations account executive,35.822741,-106.284842,0,2019,1,20,7,55
Zemlak Group,misc_net,5.59,Ashford,WA,46.7531,-121.9898,759,Video editor,47.017693,-121.350694,0,2019,1,20,7,63
"""Tillman, Fritsch and Schmitt""",misc_net,46.75,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,48.422868,-120.342096,0,2019,1,20,7,50
Bailey-Mo,grocery_pos,35.52,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.183639,-118.706728,0,2019,1,20,7,37
Bogisich-Homenick,misc_net,9.78,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.541121,-118.071068,0,2019,1,20,7,37
Kutch and Sons,grocery_pos,139.36,Mound City,MO,40.1362,-95.2138,1631,Architect,39.677465,-95.222665,0,2019,1,20,7,66
Lockman Lt,grocery_pos,99.47,Redford,MO,37.3272,-91.0243,241,Investment analyst,38.070443,-90.258362,0,2019,1,20,7,45
"""Kohler, Lindgren and Koelpin""",grocery_net,29.04,Burlington,WA,48.4786,-122.3345,14871,Public house manager,48.657182,-122.673293,0,2019,1,20,7,45
"""Eichmann, Bogan and Rodriguez""",gas_transport,69.44,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",41.412529,-123.368301,0,2019,1,20,7,68
Kilback LLC,grocery_pos,132.88,Grenada,CA,41.6125,-122.5258,589,Systems analyst,42.228966,-122.770464,0,2019,1,20,7,74
"""Douglas, Schneider and Turne""",shopping_pos,7.19,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",65.268914,-165.167445,0,2019,1,20,7,80
Torp-Lemke,misc_pos,17.5,Littleton,CO,39.5994,-105.0044,320420,Water engineer,38.758534,-105.847771,0,2019,1,20,7,44
Bradtke PLC,grocery_pos,174.94,Kirk,CO,39.6171,-102.4776,207,Network engineer,39.495697,-103.209324,0,2019,1,20,7,64
Hackett-Lueilwitz,grocery_pos,192.88,Burbank,WA,46.1966,-118.9017,3684,Musician,45.880944,-118.029541,0,2019,1,20,7,38
Lemke-Gutmann,shopping_net,82.29,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,41.127497,-95.40216,0,2019,1,20,7,68
"""Harris, Gusikowski and Heaney""",grocery_net,83.1,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.080802,-116.606894,0,2019,1,20,8,48
Roberts-Beahan,misc_pos,96.82,Luray,MO,40.4931,-91.8912,519,Town planner,41.199037,-92.024452,0,2019,1,20,8,53
"""Rowe, Batz and Goodwin""",grocery_pos,105.56,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",39.407241,-110.117217,0,2019,1,20,8,29
"""Boehm, Block and Jakubowski""",misc_pos,149.72,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.616976,-119.141914,0,2019,1,20,8,48
Zemlak Group,misc_net,73.53,Colorado Springs,CO,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,38.867904,-104.56843,0,2019,1,20,8,27
Pouros-Haag,shopping_pos,2.71,Llano,NM,36.1486,-105.6648,247,Architectural technologist,36.46233,-105.641001,0,2019,1,20,9,58
Mohr-Baye,shopping_net,6.51,Louisiana,MO,39.4336,-91.0664,4593,"""Teacher, early years/pre""",40.041116,-91.085036,0,2019,1,20,9,79
Hills-Witting,shopping_net,89.45,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.15911,-121.175845,0,2019,1,20,9,32
Bernhard Inc,gas_transport,62.11,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.166533,-117.680435,0,2019,1,20,9,46
"""Willms, Kris and Bergnaum""",shopping_pos,167.47,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.329004,-121.658949,0,2019,1,20,9,32
"""Parisian, Schiller and Altenwerth""",misc_net,35.86,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.097601,-112.998926,0,2019,1,20,9,38
Emard Inc,gas_transport,55.33,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.668069,-116.15387,0,2019,1,20,9,48
Jewess LLC,shopping_pos,117.69,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,40.301226,-104.920403,0,2019,1,20,9,41
Harber Inc,gas_transport,80.1,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,46.345869,-116.54045,0,2019,1,20,9,76
Klocko LLC,misc_net,20.01,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.68017,-116.231412,0,2019,1,20,9,48
"""Langworth, Boehm and Gulgowski""",shopping_net,98.84,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",43.713272,-104.429041,0,2019,1,20,9,46
"""Kovacek, Dibbert and Ondrick""",grocery_pos,96.44,Williamsburg,MO,38.8874,-91.7689,710,Glass blower/designer,38.581013,-91.695158,0,2019,1,20,9,49
"""Baumbach, Feeney and Mo""",shopping_net,7.83,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",64.174057,-166.539712,0,2019,1,20,9,80
Heller-Langosh,gas_transport,58.93,Owensville,MO,38.3511,-91.4867,6703,Naval architect,39.002186,-91.533462,0,2019,1,20,9,21
Turner and Sons,shopping_pos,28.55,Portland,OR,45.5303,-122.7033,841711,"""Engineer, building services""",45.334389,-123.473152,0,2019,1,20,9,56
Conroy Lt,shopping_pos,4.04,Vinton,CA,40.0235,-120.7986,128,Education administrator,39.382102,-120.806893,0,2019,1,20,9,53
"""Nitzsche, Kessler and Wol""",shopping_pos,216.36,Aurora,CO,39.6662,-104.835,389246,"""Scientist, marine""",39.273562,-105.427092,0,2019,1,20,9,50
Koepp-Witting,grocery_pos,150.74,Mound City,MO,40.1362,-95.2138,1631,Architect,41.071334,-95.947645,0,2019,1,20,9,66
Balistreri-Nade,misc_pos,99.58,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",33.90223,-118.957702,0,2019,1,20,9,58
Friesen-Stamm,gas_transport,37.63,Ashford,WA,46.7531,-121.9898,759,Video editor,46.794541,-121.442584,0,2019,1,20,10,63
Hickle Group,shopping_pos,1.64,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,33.445293,-117.129688,0,2019,1,20,10,50
Berge LLC,gas_transport,65.57,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.819466,-123.89193,0,2019,1,20,10,65
"""Stroman, Hudson and Erdman""",gas_transport,44.42,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,39.627272,-107.390898,0,2019,1,20,10,80
"""Rohan, White and Aufderh""",misc_net,4.63,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,32.749792,-116.787362,0,2019,1,20,10,50
Murray-Smitham,grocery_pos,97.02,San Jose,CA,37.3304,-121.7913,973849,Science writer,37.18365,-121.133419,0,2019,1,20,10,64
Schmitt Inc,gas_transport,59.23,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",41.469865,-93.668859,0,2019,1,20,10,69
"""Rowe, Batz and Goodwin""",grocery_pos,210.57,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.318397,-110.801627,0,2019,1,20,11,32
Volkman Lt,misc_net,7.88,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,35.283152,-105.913151,0,2019,1,20,11,43
Kris-Padberg,shopping_pos,1.71,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",34.987976,-111.468263,0,2019,1,20,11,62
"""Greenholt, Jacobi and Gleason""",gas_transport,60.42,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.375086,-106.090197,0,2019,1,20,11,47
"""Ferry, Lynch and Kautze""",misc_net,16.99,Camden,MO,39.2048,-94.0259,464,Colour technologist,38.885336,-94.739773,0,2019,1,20,11,60
Huel Lt,misc_net,2.73,Kent,OR,45.0838,-120.6649,60,Museum education officer,44.67838,-120.166052,0,2019,1,20,11,77
Bogisich Inc,grocery_pos,129.27,Luray,MO,40.4931,-91.8912,519,Town planner,41.059977,-91.843183,0,2019,1,20,11,53
Kassulke PLC,shopping_net,12.31,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,41.3994,-96.412819,0,2019,1,20,11,68
Koepp-Parke,grocery_pos,103.95,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,36.899807,-89.561588,0,2019,1,20,11,62
Herzog Lt,misc_pos,9.58,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.573305,-118.156761,0,2019,1,20,12,46
Weimann-Lockman,kids_pets,144.28,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",39.729104,-99.154033,0,2019,1,20,12,79
"""Hintz, Bauch and Smith""",health_fitness,140.26,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,38.438715,-121.972817,0,2019,1,20,12,40
"""Bernhard, Grant and Langworth""",shopping_pos,56.68,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.6606,-116.851495,0,2019,1,20,12,48
Langworth LLC,personal_care,78.93,Rock Springs,WY,41.606,-109.23,27971,Music therapist,42.409237,-109.024062,0,2019,1,20,12,35
"""Langworth, Boehm and Gulgowski""",shopping_net,7.33,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,37.520683,-90.459112,0,2019,1,20,12,34
"""McDermott, Osinski and Mo""",home,21.7,Moab,UT,38.5677,-109.5271,9772,Location manager,39.351172,-109.615531,0,2019,1,20,12,30
Pouros-Haag,shopping_pos,188.33,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.279608,-109.177102,0,2019,1,20,12,35
Rau-Grant,kids_pets,69.68,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",40.676129,-97.403237,0,2019,1,20,12,46
Jakubowski Inc,home,73.24,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.321547,-111.094656,0,2019,1,20,12,38
"""Pouros, Walker and Spence""",kids_pets,158.23,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.980574,-111.816689,0,2019,1,20,12,20
"""Schumm, McLaughlin and Carte""",food_dining,23.11,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",33.057362,-116.901643,0,2019,1,20,12,31
Heller PLC,health_fitness,31.56,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",36.180107,-106.062372,0,2019,1,20,12,31
Jakubowski Inc,home,23.83,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.753126,-109.718743,0,2019,1,20,13,32
Champlin and Sons,home,68.63,Parker,CO,39.5102,-104.7216,84861,Materials engineer,40.451743,-104.709372,0,2019,1,20,13,87
"""Cormier, Stracke and Thiel""",entertainment,73.29,Luray,MO,40.4931,-91.8912,519,Town planner,40.397583,-91.472778,0,2019,1,20,13,53
Torphy-Kertzmann,health_fitness,96.09,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.439285,-118.589554,0,2019,1,20,13,46
Abbott-Steube,personal_care,38.53,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,39.702739,-105.880344,0,2019,1,20,13,80
Jakubowski Inc,home,38.44,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,38.927614,-120.922111,0,2019,1,20,13,40
Lind-Buckridge,entertainment,73.01,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",41.521043,-99.544952,0,2019,1,20,13,39
Connelly-Carte,home,205.26,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",33.135916,-119.393842,0,2019,1,20,13,58
"""Ruecker, Beer and Collie""",shopping_net,5.92,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.555725,-118.874733,0,2019,1,20,13,37
Howe PLC,entertainment,41.47,Smith River,CA,41.9404,-124.1587,1930,Web designer,42.415583,-123.816152,0,2019,1,20,13,36
Kilback and Sons,entertainment,17.87,Owensville,MO,38.3511,-91.4867,6703,Naval architect,38.209509,-91.767435,0,2019,1,20,13,21
Powlowski-Weimann,food_dining,217.17,Campbell,NE,40.2967,-98.737,493,"""Surveyor, minerals""",39.460112,-98.055226,0,2019,1,20,13,79
Larkin Lt,kids_pets,35.91,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.497449,-116.688905,0,2019,1,20,13,20
Kuhic LLC,shopping_net,7.11,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,35.480344,-107.169558,0,2019,1,20,13,43
Balistreri-Nade,misc_pos,26.25,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",20.45113,-155.05433,0,2019,1,20,13,28
Connelly PLC,food_dining,70.36,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.819863,-119.345095,0,2019,1,20,13,48
"""Schneider, Hayes and Nikolaus""",food_dining,54.52,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,37.73082,-121.401881,0,2019,1,20,14,32
Powlowski-Weimann,food_dining,95.87,Burbank,WA,46.1966,-118.9017,3684,Musician,46.482466,-118.251633,0,2019,1,20,14,38
"""Nienow, Ankunding and Collie""",misc_pos,33.57,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",42.016583,-96.139228,0,2019,1,20,14,46
"""Bahringer, Schoen and Corkery""",shopping_pos,38.09,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.362422,-92.143888,0,2019,1,20,14,31
Gerhold LLC,home,95.36,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,39.13603,-106.371216,0,2019,1,20,14,41
O'Keefe-Wisoky,food_dining,101.15,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,39.712712,-98.486323,0,2019,1,20,14,69
Labadie LLC,personal_care,8.03,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,40.744793,-105.027212,0,2019,1,20,14,46
Leannon-W,food_dining,33.4,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,36.720497,-121.183576,0,2019,1,20,14,22
Berge-Hills,kids_pets,98.59,Browning,MO,40.029,-93.1607,602,Cytogeneticist,40.10658,-93.603483,0,2019,1,20,14,65
Berge-Hills,kids_pets,4.52,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,35.617101,-90.266634,0,2019,1,20,14,62
Hills-Boye,personal_care,75.61,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.771321,-109.218413,0,2019,1,20,14,43
Terry Lt,home,15.65,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,32.984616,-111.312078,0,2019,1,20,14,20
Weimann-Lockman,kids_pets,38.66,Scotts Mills,OR,44.9897,-122.6187,1252,"""Engineer, petroleum""",44.056251,-122.866887,0,2019,1,20,14,82
Gleason-Macejkovic,shopping_net,130.12,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.000913,-116.867691,0,2019,1,20,14,48
Leffler-Goldne,personal_care,5.62,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",34.35041,-116.61518,0,2019,1,20,14,31
"""Mueller, Gerhold and Muelle""",health_fitness,25.91,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,39.483564,-99.245837,0,2019,1,20,14,69
"""Koss, McLaughlin and Maye""",food_dining,29.68,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.51597,-105.98708,0,2019,1,20,14,47
Schaefer Lt,kids_pets,39.33,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,38.878035,-105.797613,0,2019,1,20,14,80
Padberg-Rogahn,entertainment,88.33,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.864365,-118.006126,0,2019,1,20,14,20
Larkin Lt,kids_pets,54.03,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",35.957348,-107.034369,0,2019,1,20,14,31
"""Windler, Goodwin and Kovacek""",home,6.68,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.939962,-94.565916,0,2019,1,20,14,30
Mohr-Baye,shopping_net,2.77,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.404987,-121.222294,0,2019,1,20,14,22
Collier LLC,home,21.26,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.265479,-121.485072,0,2019,1,20,14,35
Waelchi Inc,kids_pets,9.79,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.794213,-117.260816,0,2019,1,20,14,46
Torp-Lemke,misc_pos,4.64,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",36.84257,-105.862634,0,2019,1,20,14,31
Ebert-Daugherty,travel,7.26,June Lake,CA,37.7773,-119.0825,633,Health service manager,37.404205,-119.27573,0,2019,1,20,14,92
Lubowitz-Walte,kids_pets,34.07,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.199118,-93.058492,0,2019,1,20,15,34
Douglas-White,entertainment,214.01,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,37.720125,-89.57377,0,2019,1,20,15,34
Jakubowski Inc,home,98.81,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,38.882637,-106.99206,0,2019,1,20,15,80
Dickinson Lt,personal_care,4.73,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.722645,-110.121297,0,2019,1,20,15,32
Veum-Koelpin,travel,8.72,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.735593,-115.695529,0,2019,1,20,15,48
Brown Inc,kids_pets,31.54,Gardiner,OR,43.7857,-124.1437,260,"""Engineer, maintenance""",43.4421,-124.543922,0,2019,1,20,15,63
"""Schuppe, Nolan and Hoege""",shopping_pos,247.16,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.088462,-122.132923,0,2019,1,20,15,47
"""Mueller, Gerhold and Muelle""",health_fitness,102.54,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.049231,-122.916859,0,2019,1,20,15,28
Bednar Group,misc_net,3.64,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,34.230446,-105.075255,0,2019,1,20,15,19
Wiza LLC,misc_pos,6.38,Wendel,CA,40.3406,-120.2824,104,"""Teacher, adult education""",40.47117,-119.764048,0,2019,1,20,15,30
Hammes-Beatty,kids_pets,73.33,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.706141,-109.783906,0,2019,1,20,15,35
Kuphal-Toy,food_dining,10.07,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,46.220051,-121.513956,0,2019,1,20,15,83
Medhurst PLC,shopping_net,217.94,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,38.807466,-90.810202,0,2019,1,20,15,34
Spencer PLC,entertainment,47.22,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.257723,-123.235624,0,2019,1,20,15,47
Hudson-Grady,shopping_pos,1.56,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.990511,-108.629717,0,2019,1,20,15,32
"""O'Connell, Botsford and Han""",home,47.3,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.776391,-121.039071,0,2019,1,20,15,35
"""Roberts, Daniel and Macejkovic""",kids_pets,118.93,Smith River,CA,41.9404,-124.1587,1930,Web designer,41.185724,-123.700364,0,2019,1,20,15,36
"""Torp, Muller and Bore""",health_fitness,11.03,Manville,WY,42.73,-104.7024,241,Educational psychologist,42.007565,-105.567674,0,2019,1,20,15,39
Thompson-Gleason,health_fitness,32.59,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.862413,-116.962999,0,2019,1,20,15,48
"""Ritchie, Oberbrunner and Cremin""",travel,489.7,Williamsburg,MO,38.8874,-91.7689,710,Glass blower/designer,37.900998,-92.377101,0,2019,1,20,15,49
Douglas-White,entertainment,5.07,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.185299,-111.332603,0,2019,1,20,15,20
Klein Group,entertainment,70.04,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),41.8608,-110.001078,0,2019,1,20,15,38
Will Lt,food_dining,4.52,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,38.442773,-106.379267,0,2019,1,20,16,80
Romaguera Lt,health_fitness,233.47,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",41.061771,-97.635241,0,2019,1,20,16,46
"""Schumm, McLaughlin and Carte""",food_dining,4.03,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.428843,-117.125126,0,2019,1,20,16,20
"""Mante, Luettgen and Hackett""",health_fitness,3.72,Iliff,CO,40.7692,-103.0968,648,Community arts worker,41.228865,-102.206335,0,2019,1,20,16,50
Predovic Inc,shopping_net,12.63,Burbank,WA,46.1966,-118.9017,3684,Musician,47.18288,-118.365152,0,2019,1,20,16,38
"""Kling, Howe and Schneide""",home,2.71,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.956143,-119.005512,0,2019,1,20,16,41
Barrows PLC,shopping_pos,60.35,Burbank,WA,46.1966,-118.9017,3684,Musician,46.075537,-118.245415,0,2019,1,20,16,38
"""Schuppe, Nolan and Hoege""",shopping_pos,2.01,Manville,WY,42.73,-104.7024,241,Educational psychologist,42.429079,-104.704663,0,2019,1,20,16,39
Kihn-Fritsch,food_dining,46.45,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,44.529319,-116.809059,0,2019,1,20,16,48
"""Hyatt, Russel and Gleichne""",health_fitness,26.52,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",33.764413,-117.920053,0,2019,1,20,16,47
Fadel-Hilpert,health_fitness,76.32,Athena,OR,45.8289,-118.4971,1302,Dealer,46.275764,-117.717463,0,2019,1,20,16,43
"""Pouros, Walker and Spence""",kids_pets,10.47,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.572916,-110.813633,0,2019,1,20,16,52
Osinski Inc,personal_care,8.48,Newhall,CA,34.3795,-118.523,34882,Health physicist,35.295388,-118.416593,0,2019,1,20,16,48
Flatley Group,misc_pos,5.42,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",43.678366,-107.893963,0,2019,1,20,16,26
Terry Lt,home,73.66,Parker Dam,CA,34.298,-114.156,126,Marketing executive,34.37997,-114.134984,0,2019,1,20,17,27
"""Lakin, Ferry and Beatty""",food_dining,9.68,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,38.263521,-105.531273,0,2019,1,20,17,31
Leffler-Goldne,personal_care,21.99,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.846718,-116.826934,0,2019,1,20,17,20
Erdman-Schaden,personal_care,12.18,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,39.058516,-123.627847,0,2019,1,20,17,47
Kemmer-Buckridge,misc_pos,6.65,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",20.950729,-154.839333,0,2019,1,20,17,28
Bins-Tillman,entertainment,68.36,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,37.856317,-120.463487,0,2019,1,20,17,32
Terry Lt,home,31.96,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,38.979859,-120.497303,0,2019,1,20,17,40
Morissette PLC,shopping_pos,7.62,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,40.645442,-103.652206,0,2019,1,20,17,46
Upton PLC,entertainment,43.23,Oakland,CA,37.7878,-122.1884,381459,Barista,38.240594,-122.411941,0,2019,1,20,17,45
"""Parker, Nolan and Trantow""",entertainment,102.93,Omaha,NE,41.2064,-95.9953,518429,"""Surveyor, land/geomatics""",40.307703,-96.140691,0,2019,1,20,17,24
"""Walter, Hettinger and Kessle""",personal_care,10.19,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,45.095758,-121.718816,0,2019,1,20,17,66
O'Connell-Ullrich,home,96.81,Moab,UT,38.5677,-109.5271,9772,Location manager,37.760759,-110.113072,0,2019,1,20,18,30
Kub-Heaney,health_fitness,35.12,Westerville,NE,41.4193,-99.3844,73,Product designer,41.13961,-99.905565,0,2019,1,20,18,84
Kihn-Fritsch,food_dining,66.36,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",39.924021,-123.118782,0,2019,1,20,18,68
Schmeler-Howe,personal_care,121.52,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),42.587873,-97.420468,0,2019,1,20,18,91
Williamson LLC,misc_pos,55.05,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,40.555732,-102.015525,0,2019,1,20,18,37
Wiza LLC,misc_pos,144.71,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",42.382576,-108.836985,0,2019,1,20,18,26
"""Koss, McLaughlin and Maye""",food_dining,61.9,Athena,OR,45.8289,-118.4971,1302,Dealer,46.552313,-119.493072,0,2019,1,20,18,43
Gottlieb-Hansen,personal_care,139.09,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,44.646139,-122.410572,0,2019,1,20,18,37
Heaney-Marquardt,entertainment,41.14,North Loup,NE,41.4972,-98.7858,509,"""Nurse, children's""",40.77523,-98.176168,0,2019,1,20,18,39
Waelchi Inc,kids_pets,17.07,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,33.420803,-105.777224,0,2019,1,20,18,19
Shanahan-Lehne,personal_care,39.89,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",34.115601,-118.027999,0,2019,1,20,18,58
"""Dare, Fritsch and Zboncak""",health_fitness,220.47,Sprague,NE,40.6267,-96.7456,142,Chiropodist,40.046736,-97.272968,0,2019,1,20,18,52
Kuhn Group,food_dining,114.63,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,46.09463,-123.201661,0,2019,1,20,18,37
Friesen-Ortiz,personal_care,95.0,Roseland,NE,40.4591,-98.5551,463,"""Nurse, mental health""",40.044955,-99.46682,0,2019,1,20,18,71
"""Reinger, Weissnat and Strosin""",food_dining,38.41,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.284005,-118.149724,0,2019,1,20,18,37
"""Reinger, Weissnat and Strosin""",food_dining,200.79,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,32.813337,-110.653166,0,2019,1,20,19,32
"""Hayes, Marquardt and Dibbert""",misc_net,236.64,Moab,UT,38.5677,-109.5271,9772,Location manager,38.11556,-110.451248,0,2019,1,20,19,30
Schoen Lt,kids_pets,4.0,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",64.091257,-166.084984,0,2019,1,20,19,80
"""Moore, Williamson and Emmerich""",home,46.09,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.258329,-97.260462,0,2019,1,20,19,91
Gottlieb-Hansen,personal_care,45.34,Odessa,MO,38.9829,-93.9757,9512,Clinical research associate,39.444736,-93.068026,0,2019,1,20,19,47
Howe PLC,entertainment,57.33,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.908706,-110.055218,0,2019,1,20,19,32
"""Effertz, Welch and Schowalte""",entertainment,45.25,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",39.202905,-89.732268,0,2019,1,20,19,18
Haag-Blan,food_dining,34.58,Moab,UT,38.5677,-109.5271,9772,Location manager,39.419454,-110.275483,0,2019,1,20,19,30
Adams-Barrows,health_fitness,101.85,Rock Springs,WY,41.606,-109.23,27971,Music therapist,41.782094,-108.238612,0,2019,1,20,19,35
Spencer PLC,entertainment,31.09,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,39.562989,-106.479068,0,2019,1,20,19,80
Jacobi and Sons,shopping_pos,2.48,American Fork,UT,40.3928,-111.7941,42384,Futures trader,39.639625,-111.380482,0,2019,1,20,20,27
